station_id,station_name,mobility_cluster,visual_cluster_pca8,mob_vis_agreement_pca8,mob_vis_mismatch_pca8,surrounding_total_flow,subway_total_activity,mobility_minus_subway_gap,outer_1km_plus_share,mapped_cell_count,active_cell_count
2742,장승배기,0,1,-0.015383944742848599,1.0153839447428485,112560313.86,91965457,0.1908115229532015,0.0,20,20
237,당산,3,2,-0.012585999756816652,1.0125859997568167,38002773.48,195550598,-0.1389663235333729,0.0,18,9
323,약수,3,1,-0.009440844662105041,1.009440844662105,24215955.07,124630612,-0.0892264705069833,0.0,4,4
322,동대입구,3,1,-0.005092221350121912,1.0050922213501219,74845248.71,91249151,0.0892825537094193,0.0,13,11
2721,중화,3,1,-0.002321312803478244,1.0023213128034782,67082622.120000005,105866202,0.050236850652458,0.0,16,15
2761,부평구청,5,0,-0.0017427048185161553,1.0017427048185161,43395481.66,54750880,0.0487497306592182,0.0,9,9
2812,천호(풍납토성),3,0,0.0005393657293992493,0.9994606342706007,41226098.03,171218782,-0.1003048723694608,0.0,9,8
335,대치,0,3,0.005582083087190756,0.9944179169128092,119093914.8,109761174,0.1866777676862926,0.0,11,11
409,불암산,4,5,0.00619474309877123,0.9938052569012288,54991395.7,105740100,0.017559990075353,0.1775808738020446,145,37
2513,김포공항,4,4,0.0073756549552062844,0.9926243450447937,20844394.08,74272759,-0.0364808484529609,0.0821222695862599,72,10
242,아현,3,1,0.009622128327124668,0.9903778716728753,90603253.94,97541365,0.1243365173897717,0.0,13,13
219,삼성(무역센터),2,0,0.013760742664447018,0.986239257335553,181500432.71,487703362,-0.1084387519642239,0.0,11,11
245,신답,3,4,0.01548639720009308,0.984513602799907,52124938.68,16734917,0.1191829832670075,0.0,13,13
4708,솔샘,4,5,0.020732561846209627,0.9792674381537904,76139489.93,28214701,0.1702796949835527,0.0059997626779478,51,18
319,종로3가,3,1,0.029573569021946994,0.970426430978053,22360607.59,79508870,-0.0388001046342577,0.0,3,2
311,연신내,3,5,0.039174667067993316,0.9608253329320067,72975649.59,328424958,-0.2073338768056563,0.069449659968419,21,19
2522,오목교(목동운동장앞),0,4,0.04108827860376961,0.9589117213962304,204464706.26,217591617,0.2859423406702397,0.0158299554930727,27,25
4107,가양,1,2,0.044433608014248394,0.9555663919857516,212046872.73,98720181,0.4526489811880185,0.1719634998646272,55,40
2529,마포,0,2,0.05178100164244327,0.9482189983575567,139121732.04,121486668,0.2266470857892819,0.0,30,20
2543,답십리,0,0,0.058258510965698035,0.941741489034302,146660977.34,143696610,0.2198179760630624,0.1664936139310743,23,22
2630,녹사평(용산구청),3,0,0.06376735756367345,0.9362326424363265,71320654.14999999,55103627,0.1241426429037076,0.143024951209032,28,18
2727,군자(능동),3,0,0.06700753323084457,0.9329924667691554,90741639.41,119738876,0.0974267906674988,0.0,13,13
2647,화랑대(서울여대입구),0,1,0.06907506142401415,0.9309249385759859,106649946.97,104036005,0.1599255435473296,0.0276472091526629,32,24
325,옥수,3,2,0.0708052251775402,0.9291947748224598,50908338.02,81230840,0.036600199933904,0.0,9,9
2628,효창공원앞,3,1,0.08016235711254871,0.9198376428874513,73151698.37,65674046,0.116121255073649,0.0,10,9
2822,산성,4,3,0.08042857845327278,0.9195714215467272,65223843.54,50277278,0.1135203065129269,0.0854188117046988,59,33
2820,장지,1,4,0.10365527694473851,0.8963447230552615,224103669.77,154855045,0.41638559992996,0.2616778461066073,40,38
2535,종로3가,3,1,0.11029716945935863,0.8897028305406414,56665481.88000001,138047559,-0.0176070669861234,0.0,5,4
412,창동,0,1,0.11143350173758385,0.8885664982624162,174946050.07,225991626,0.1954635581788218,0.0,25,23
2751,천왕,4,5,0.11684878385976484,0.8831512161402352,81644003.02,87113318,0.1128273498772569,0.030999248767604,64,36
339,수서,3,3,0.11727605055856173,0.8827239494414383,80907320.25,182189823,-0.0060423695873312,0.0,10,10
2525,영등포시장,0,1,0.120038409857902,0.879961590142098,169277354.28,99909037,0.3350535690832928,0.0,14,14
2531,애오개,3,1,0.12068477511956666,0.8793152248804333,80682684.52,61246182,0.1420132828513244,0.0,13,13
2555,둔촌동,0,0,0.12129777556651834,0.8787022244334817,113708171.79,93781232,0.1916963786927271,0.0,18,18
2540,행당,3,1,0.12260583544905691,0.8773941645509431,99189997.65,73413390,0.1773109447142884,0.0,13,13
4710,정릉,4,5,0.13367665013597238,0.8663233498640276,109561465.58,22022112,0.2686439499689728,0.0739523019074969,30,26
324,금호,3,1,0.13480136344610702,0.865198636553893,63266209.14,77024415,0.0753266960367139,0.0,12,12
2648,봉화산(서울의료원),4,0,0.14658613358322103,0.853413866416779,60296004.89,85296293,0.0570936547063287,0.1090362642101079,33,23
315,무악재,4,5,0.14676811202777212,0.8532318879722278,84474111.95,37814571,0.1811107854831757,0.4023790766823207,57,32
2754,부천종합운동장,5,3,0.14803801025698587,0.8519619897430142,658370.1799999999,22577867,-0.02774880899397,0.0,6,2
2552,명일,3,0,0.1553341331792778,0.8446658668207222,106375456.63,86606462,0.1806048454166683,0.0,15,15
221,역삼,2,0,0.16157752672688147,0.8384224732731185,321518950.32,423543667,0.3506260068103084,0.0,21,21
2643,상월곡(한국과학기술연구원),3,0,0.16838287805183322,0.8316171219481667,58352517.63,57016092,0.0865788326431924,0.0836734229868052,24,17
4131,삼전,5,0,0.17617806238382971,0.8238219376161703,100590115.71,45637099,0.2152557557603419,0.0,18,15
2759,삼산체육관,5,4,0.1771652599126145,0.8228347400873854,64183802.1,22296207,0.1450909579316543,0.0,17,14
2758,상동,5,4,0.1810783000324796,0.8189216999675204,102515787.98,62818199,0.1993653742478315,0.0,15,14
4136,올림픽공원(한국체대),5,3,0.1909008405653187,0.8090991594346812,45637605.34,49310260,0.0615255591481355,0.0,12,9
2559,개롱,0,3,0.2022977453883102,0.7977022546116899,117179488.02,66360408,0.2348282650144906,0.0522823578044167,28,27
2624,상수,0,2,0.20568440540710003,0.7943155945928999,145193537.22,99565654,0.2700797567322762,0.0111277990806979,25,16
2550,길동,0,3,0.20993996388214028,0.7900600361178597,151097624.98,79999489,0.3101624034503287,0.0,16,16
423,충무로,3,1,0.21367916544895643,0.7863208345510435,54473814.41,246826569,-0.1572708846976359,0.0001675893289074,15,14
2757,부천시청,1,4,0.22007047977918112,0.7799295202208189,189524526.42,56311715,0.443622091424271,0.4351262478675028,47,39
4132,석촌고분,0,0,0.22610336748951887,0.7738966325104811,137262517.05,41753917,0.3196072867093837,0.0,25,22
2815,잠실(송파구청),2,3,0.2305922565372211,0.7694077434627788,174068740.20000002,151644123,0.2844703493201392,0.0,7,7
2723,면목,0,4,0.23200748946711913,0.7679925105328809,127345932.81,145036374,0.165724084706675,0.0916210209666295,31,29
427,숙대입구(갈월),3,0,0.23264388026040828,0.7673561197395917,70480289.66,134586300,0.0241595482090629,0.1361881156604769,19,17
2817,송파,0,3,0.24858477839296494,0.7514152216070351,120482412.71,74271161,0.2340728410442165,0.0,20,20
2521,목동,0,0,0.2605483475379212,0.7394516524620788,151060745.16,170209982,0.1991742613914635,0.2373105392935161,31,29
2549,강동,0,0,0.2610708921601832,0.7389291078398168,160954161.87,180225638,0.2137269293143177,0.0,16,16
215,잠실나루,0,2,0.27322594995988303,0.726774050040117,138266495.53,139806175,0.2018062280932524,1.99103910853276e-05,29,20
2752,온수(성공회대입구),3,0,0.27602782202562504,0.723972177974375,49034155.47,87128181,0.0242620511854627,0.0370872683044906,23,19
4119,흑석(중앙대입구),4,2,0.27621671016325694,0.7237832898367431,102904220.32,47554752,0.2191821452436614,0.0287575296795174,32,20
2712,도봉산,3,5,0.28309242577129506,0.716907574228705,51250283.66,95655619,0.0197975605271182,0.0,19,15
327,신사,2,1,0.2895104903130543,0.7104895096869457,202507190.72,269188254,0.2172036997480206,0.0,17,17
213,구의(광진구청),0,2,0.3176066942167024,0.6823933057832976,253085011.18,230911346,0.4015905084243417,0.0561534128541985,35,33
2741,상도,3,1,0.3247759645919782,0.6752240354080218,108277828.38,104542589,0.1637231051676797,0.0008298266722219,20,20
2753,까치울,5,3,0.3354170614884428,0.6645829385115571,36773537.46,36085101,0.0537130957697017,0.4175316485856511,48,28
4104,신방화,3,1,0.33867013155868064,0.6613298684413194,82260342.51,32317872,0.1818562541677692,0.0,16,16
2819,문정,0,3,0.34549451419065447,0.6545054858093455,179469453.45000002,164574008,0.2832415604523063,0.0233970256178991,24,23
2747,남구로,0,0,0.34847457965257295,0.651525420347427,157225083.44,116946794,0.2813844306890896,0.0,23,23
434,남태령,4,5,0.3498306346239844,0.6501693653760157,14628581.6,12484496,0.0225920657931065,0.0289503447142134,108,22
2544,장한평,0,4,0.3582814063194427,0.6417185936805573,200298569.81,172842999,0.3296354650204781,0.2659162996047555,39,34
2528,여의나루,0,2,0.38777355499629584,0.6122264450037042,156345624.33,110323443,0.2871379103980769,0.0131891677738775,39,25
333,매봉,0,0,0.40509882291772464,0.5949011770822754,179798030.38,99300869,0.3643684166210259,0.0500060366679084,29,29
2748,가산디지털단지,0,0,0.4062903683234976,0.5937096316765025,166908127.43,278241882,0.1094110687131117,0.022506314388887,18,17
2632,한강진,0,1,0.4301611195824463,0.5698388804175537,115464183.94,88752784,0.2026455984462016,0.0088818938046876,28,25
2745,신풍,0,1,0.43290893457212426,0.5670910654278758,124199873.96,99318543,0.2133784431782975,0.0,25,25
312,불광,3,1,0.44129949009435543,0.5587005099056446,61007530.3,155555183,-0.0273375183314502,0.0007831815148891,14,14
2756,신중동,5,4,0.4512968788259339,0.548703121174066,130515006.01,63789225,0.2741993485751872,0.3936226778096595,32,32
2612,역촌,3,0,0.45288900461865483,0.5471109953813451,95354378.32,37767125,0.2107127977997916,0.0,15,15
4707,삼양사거리,3,0,0.4531051684906848,0.5468948315093152,61800376.11,11804205,0.1515160466925091,0.0,12,12
217,잠실새내,0,4,0.46440083569394225,0.5355991643060578,147618715.86,230253718,0.1160213592080486,0.0,27,21
2714,마들,0,1,0.4923285292698314,0.5076714707301686,132368658.65,111216606,0.2209342568965576,0.0,29,24
2731,청담,0,2,0.49449263375900954,0.5055073662409905,120675629.21,181674869,0.1025753496633014,0.0,24,21
2539,신금호,3,1,0.49641215137839445,0.5035878486216055,110527048.83,60641167,0.2237947599581669,0.0,14,14
2720,먹골,3,4,0.5048654454219923,0.4951345545780077,75466216.05,96588619,0.0844053462819632,0.0,19,16
2638,창신,3,1,0.5059269463077446,0.4940730536922554,58299042.65,31278804,0.1180702641812071,0.0,13,13
2512,개화산,3,1,0.5144723747956563,0.48552762520434367,45797777.940000005,48293749,0.063209992773111,0.0,16,9
4711,성신여대입구(돈암),3,1,0.5253026609701087,0.4746973390298913,67237219.59,17561751,0.1592017033934338,0.0,8,8
2515,마곡,0,4,0.546023758417642,0.45397624158235805,137164328.92,79354376,0.2731216614773952,0.0930354796358376,26,24
214,강변(동서울터미널),0,2,0.548877684219087,0.451122315780913,137671871.79,359864383,-0.0703070104736582,0.0069504990203053,36,25
244,용답,3,4,0.5489087370994155,0.45109126290058454,53846425.11,27015285,0.1112206428459865,8.827976955367464e-05,17,14
211,성수,2,0,0.5660419591003627,0.4339580408996373,271949529.45,328911927,0.3323505225323114,0.0246796342452726,32,30
2622,망원,0,2,0.5831255278915939,0.4168744721084061,157131800.04999998,140841456,0.2517594810226004,0.0326998154947948,25,22
316,독립문,3,5,0.596427294547127,0.40357270545287305,76282015.39,70845903,0.1182638308019306,0.0010911030545597,33,26
2548,천호(풍납토성),0,2,0.6177450820532873,0.38225491794671274,144064688.28,202050593,0.1410386195482601,0.0,17,15
341,경찰병원,0,3,0.6217707329714944,0.37822926702850557,154711473.7,65260295,0.3380928777541145,0.0,15,15
2633,버티고개,3,1,0.6275095711893469,0.3724904288106531,56855946.89,21573573,0.1260815652279487,5.963545038762435e-05,19,17
4129,봉은사,0,2,0.6552739146569326,0.34472608534306737,183475247.15,135248081,0.3301665174659014,0.0,16,14
326,압구정,2,2,0.7022469574249531,0.29775304257504687,227892489.42,287406681,0.2637392311917464,0.0,31,27
4706,삼양,3,0,0.7069769355343942,0.2930230644656058,44677957.81,10190388,0.1070064779600843,0.0,12,10
216,잠실(송파구청),2,4,0.7138175053565962,0.28618249464340384,260884211.79,762155734,-0.2302449980506048,0.0,16,16
209,한양대,3,4,0.7394938032107461,0.2605061967892539,82088040.33,95117644,0.1041940353967167,0.0,14,14
2557,방이,0,3,0.7960468269307592,0.20395317306924077,123831956.28,72473083,0.2453782344266534,0.0,17,16
